아파트명,계약일,건축년도,전용면적,거래금액,층,동,거래유형,계약해지여부,계약해지사유발생일,등기일자,권리구분,매수자,매도자,중개사소재지,시군구코드,법정동,거래구분,date_id,신규거래
LIG대학마을(건영아파트3차),2024-08-03,1996.0,58.9,"52,700",12,,중개거래,,,,,개인,개인,서울 관악구,관악구,신림동,실거래,2024-09-22,기존
미래,2024-08-25,2005.0,66.595,"50,500",5,,중개거래,,,,,개인,개인,"서울 관악구, 서울 서초구",관악구,봉천동,실거래,2024-09-22,기존
관악드림(동아),2024-08-10,2003.0,59.83,"67,500",1,,중개거래,,,,,개인,개인,서울 관악구,관악구,봉천동,실거래,2024-09-22,기존
신림동부센트레빌,2024-08-24,2006.0,59.99,"55,000",6,101,중개거래,,,24.08.29,,개인,개인,경기 부천시 원미구,관악구,신림동,실거래,2024-09-22,기존
e편한세상서울대입구2차,2024-08-15,2020.0,116.72,"140,000",3,,중개거래,,,,,개인,개인,"서울 관악구, 서울 동작구",관악구,봉천동,실거래,2024-09-22,기존
관악산휴먼시아2단지,2024-08-22,2008.0,84.97,"61,000",2,,중개거래,,,,,개인,개인,서울 관악구,관악구,신림동,실거래,2024-09-22,기존
관악산휴먼시아2단지,2024-08-23,2008.0,114.7,"78,000",10,,중개거래,,,,,개인,개인,서울 관악구,관악구,신림동,실거래,2024-09-22,기존
관악드림(동아),2024-08-19,2003.0,59.83,"78,500",19,,중개거래,,,,,개인,개인,서울 관악구,관악구,봉천동,실거래,2024-09-22,기존
관악산휴먼시아2단지,2024-08-23,2008.0,114.7,"84,500",8,,중개거래,,,,,개인,개인,서울 관악구,관악구,신림동,실거래,2024-09-22,기존
현대(관악),2024-08-17,1992.0,68.8,"75,500",11,,중개거래,,,,,개인,개인,서울 관악구,관악구,봉천동,실거래,2024-09-22,기존
관악산휴먼시아2단지,2024-08-24,2008.0,84.97,"63,000",1,,중개거래,,,,,개인,개인,서울 관악구,관악구,신림동,실거래,2024-09-22,기존
라이프미성,2024-08-09,1982.0,77.29,"41,000",6,,직거래,,,,,개인,개인,,관악구,신림동,실거래,2024-09-22,기존
삼성산주공(주공3단지),2024-08-24,2000.0,58.55,"50,500",24,,중개거래,,,,,개인,개인,서울 관악구,관악구,신림동,실거래,2024-09-22,기존
벽산타운II,2024-08-24,2003.0,57.36,"60,000",10,,중개거래,,,,,개인,개인,서울 관악구,관악구,봉천동,실거래,2024-09-22,기존
현대(관악),2024-08-21,1992.0,68.8,"77,000",13,,중개거래,,,,,개인,개인,"서울 관악구, 서울 성동구",관악구,봉천동,실거래,2024-09-22,기존
관악산휴먼시아2단지,2024-08-14,2008.0,114.7,"79,000",10,,중개거래,,,,,개인,개인,서울 관악구,관악구,신림동,실거래,2024-09-22,기존
관악드림(삼성),2024-08-10,2003.0,114.75,"111,000",16,,중개거래,,,,,개인,개인,서울 관악구,관악구,봉천동,실거래,2024-09-22,기존
관악산휴먼시아2단지,2024-08-21,2008.0,59.99,"54,500",1,,중개거래,,,,,개인,개인,서울 관악구,관악구,신림동,실거래,2024-09-22,기존
관악산휴먼시아1단지,2024-08-17,2008.0,84.97,"66,300",3,,중개거래,,,,,개인,개인,서울 관악구,관악구,신림동,실거래,2024-09-22,기존
관악산휴먼시아2단지,2024-08-15,2008.0,59.96,"57,000",6,,중개거래,,,,,개인,개인,서울 관악구,관악구,신림동,실거래,2024-09-22,기존
관악산휴먼시아1단지,2024-08-18,2008.0,84.97,"69,000",14,,중개거래,,,,,개인,개인,서울 관악구,관악구,신림동,실거래,2024-09-22,기존
신림푸르지오,2024-08-09,2005.0,84.87,"81,000",11,,중개거래,,,,,개인,개인,서울 관악구,관악구,신림동,실거래,2024-09-22,기존
e편한세상서울대입구2단지,2024-08-22,2019.0,84.93,"117,500",8,206,중개거래,,,24.08.22,,개인,개인,서울 관악구,관악구,봉천동,실거래,2024-09-22,기존
관악산휴먼시아1단지,2024-08-21,2008.0,59.96,"60,000",19,,중개거래,,,,,개인,개인,서울 관악구,관악구,신림동,실거래,2024-09-22,기존
봉천동아,2024-08-08,2000.0,59.76,"61,900",1,,중개거래,,,,,개인,개인,서울 관악구,관악구,봉천동,실거래,2024-09-22,기존
관악동부센트레빌,2024-08-17,2004.0,59.75,"85,000",5,,중개거래,,,,,개인,개인,서울 관악구,관악구,봉천동,실거래,2024-09-22,기존
삼성산주공(주공3단지),2024-08-06,2000.0,83.21,"58,500",17,,중개거래,,,,,개인,개인,서울 관악구,관악구,신림동,실거래,2024-09-22,기존
관악월드메르디앙,2024-08-10,2005.0,84.56,"73,000",6,,중개거래,,,,,개인,개인,서울 관악구,관악구,봉천동,실거래,2024-09-22,기존
관악산휴먼시아2단지,2024-08-21,2008.0,84.97,"69,000",20,232,중개거래,,,24.08.21,,개인,개인,서울 관악구,관악구,신림동,실거래,2024-09-22,기존
삼성산주공(주공3단지),2024-08-03,2000.0,113.31,"69,200",23,,중개거래,,,,,개인,개인,서울 관악구,관악구,신림동,실거래,2024-09-22,기존
윤정,2024-08-15,1993.0,81.75,"50,000",2,,중개거래,,,,,개인,개인,서울 관악구,관악구,신림동,실거래,2024-09-22,기존
현대(관악),2024-08-16,1992.0,68.8,"75,500",4,,중개거래,,,,,개인,개인,서울 관악구,관악구,봉천동,실거래,2024-09-22,기존
봉천동아,2024-08-17,2000.0,84.87,"82,000",1,,중개거래,,,,,개인,개인,서울 관악구,관악구,봉천동,실거래,2024-09-22,기존
관악푸르지오,2024-08-12,2004.0,59.58,"84,800",18,,중개거래,,,,,개인,개인,서울 관악구,관악구,봉천동,실거래,2024-09-22,기존
벽산타운II,2024-08-13,2003.0,57.36,"63,000",19,,중개거래,,,,,개인,개인,서울 관악구,관악구,봉천동,실거래,2024-09-22,기존
관악산휴먼시아2단지,2024-08-03,2008.0,59.99,"56,500",8,,중개거래,,,,,개인,개인,서울 관악구,관악구,신림동,실거래,2024-09-22,기존
현대(관악),2024-08-15,1992.0,84.74,"85,500",4,120,중개거래,,,24.09.09,,개인,개인,서울 관악구,관악구,봉천동,실거래,2024-09-22,기존
관악산휴먼시아2단지,2024-08-01,2008.0,59.96,"57,500",9,,중개거래,,,,,개인,개인,서울 관악구,관악구,신림동,실거래,2024-09-22,기존
봉천동아,2024-08-10,2000.0,84.87,"93,000",21,,중개거래,,,,,개인,개인,서울 관악구,관악구,봉천동,실거래,2024-09-22,기존
관악푸르지오,2024-08-14,2004.0,59.58,"70,700",1,,중개거래,,,,,개인,개인,"서울 관악구, 서울 동작구",관악구,봉천동,실거래,2024-09-22,기존
관악드림(동아),2024-08-10,2003.0,60.0,"82,000",11,,중개거래,,,,,개인,개인,서울 관악구,관악구,봉천동,실거래,2024-09-22,기존
봉천동아,2024-08-10,2000.0,84.87,"96,000",15,,중개거래,,,,,개인,개인,서울 관악구,관악구,봉천동,실거래,2024-09-22,기존
현대(관악),2024-08-13,1992.0,68.8,"79,000",9,,중개거래,,,,,개인,개인,서울 관악구,관악구,봉천동,실거래,2024-09-22,기존
보라매삼성,2024-08-02,1996.0,84.84,"79,500",1,,중개거래,,,,,개인,개인,"서울 관악구, 서울 서초구",관악구,봉천동,실거래,2024-09-22,기존
로얄클래스,2024-08-19,2003.0,110.33,"74,000",6,,중개거래,,,24.08.30,,개인,개인,서울 관악구,관악구,봉천동,실거래,2024-09-22,기존
현대(관악),2024-08-12,1992.0,58.59,"67,500",4,,중개거래,,,,,개인,개인,서울 관악구,관악구,봉천동,실거래,2024-09-22,기존
관악동부센트레빌,2024-08-10,2004.0,59.75,"85,500",5,,중개거래,,,,,개인,개인,서울 관악구,관악구,봉천동,실거래,2024-09-22,기존
현대(관악),2024-08-17,1992.0,58.59,"61,000",1,,중개거래,,,,,개인,개인,서울 관악구,관악구,봉천동,실거래,2024-09-22,기존
마에스트로캠퍼스타운,2024-08-17,2012.0,13.15,"13,400",13,,중개거래,,,24.08.19,,개인,개인,서울 관악구,관악구,봉천동,실거래,2024-09-22,기존
관악드림(동아),2024-08-09,2003.0,84.96,"92,700",16,,중개거래,,,,,개인,개인,서울 관악구,관악구,봉천동,실거래,2024-09-22,기존
관악산휴먼시아2단지,2024-08-16,2008.0,84.97,"64,500",3,,중개거래,,,,,개인,개인,서울 관악구,관악구,신림동,실거래,2024-09-22,기존
관악산휴먼시아2단지,2024-08-06,2008.0,59.96,"55,000",2,,중개거래,,,,,개인,개인,서울 관악구,관악구,신림동,실거래,2024-09-22,기존
관악산휴먼시아2단지,2024-08-11,2008.0,59.99,"59,500",11,,중개거래,,,,,개인,개인,서울 관악구,관악구,신림동,실거래,2024-09-22,기존
보라매삼성,2024-08-09,1996.0,84.84,"77,700",2,,중개거래,,,,,개인,개인,서울 관악구,관악구,봉천동,실거래,2024-09-22,기존
벽산블루밍,2024-08-14,2005.0,59.99,"76,700",14,,중개거래,,,,,개인,개인,서울 관악구,관악구,봉천동,실거래,2024-09-22,기존
벽산블루밍3차,2024-08-07,2004.0,83.87,"82,500",11,,중개거래,,,,,개인,개인,서울 관악구,관악구,봉천동,실거래,2024-09-22,기존
관악드림(동아),2024-08-10,2003.0,60.0,"81,500",10,,중개거래,,,,,개인,개인,서울 관악구,관악구,봉천동,실거래,2024-09-22,기존
벽산블루밍,2024-08-06,2005.0,59.99,"73,000",9,,중개거래,,,,,개인,개인,서울 관악구,관악구,봉천동,실거래,2024-09-22,기존
벽산블루밍,2024-08-10,2005.0,84.99,"89,000",21,,중개거래,,,,,개인,개인,서울 관악구,관악구,봉천동,실거래,2024-09-22,기존
두산,2024-08-05,2000.0,114.99,"105,000",9,,중개거래,,,,,개인,개인,서울 관악구,관악구,봉천동,실거래,2024-09-22,기존
e편한세상서울대입구2차,2024-08-01,2020.0,84.31,"119,500",15,,중개거래,,,,,개인,개인,서울 관악구,관악구,봉천동,실거래,2024-09-22,기존
벽산블루밍,2024-08-05,2005.0,59.99,"70,000",6,,중개거래,,,,,개인,개인,서울 관악구,관악구,봉천동,실거래,2024-09-22,기존
관악드림(동아),2024-08-09,2003.0,60.0,"73,000",1,,중개거래,,,,,개인,개인,서울 관악구,관악구,봉천동,실거래,2024-09-22,기존
e편한세상서울대입구2단지,2024-08-01,2019.0,84.92,"119,000",7,,중개거래,,,,,개인,개인,서울 관악구,관악구,봉천동,실거래,2024-09-22,기존
관악드림(동아),2024-08-11,2003.0,60.0,"77,000",2,,중개거래,,,,,개인,개인,서울 관악구,관악구,봉천동,실거래,2024-09-22,기존
우정하이비전2,2024-08-07,2004.0,84.58,"63,800",13,,중개거래,,,,,개인,개인,서울 관악구,관악구,신림동,실거래,2024-09-22,기존
관악산휴먼시아1단지,2024-08-07,2008.0,59.99,"62,500",7,,중개거래,,,,,개인,개인,"서울 관악구, 서울 영등포구",관악구,신림동,실거래,2024-09-22,기존
한양,2024-08-08,1992.0,84.79,"65,000",8,,중개거래,,,,,개인,개인,서울 관악구,관악구,신림동,실거래,2024-09-22,기존
현대(관악),2024-08-09,1992.0,116.72,"65,000",7,112,직거래,,,24.08.28,,개인,개인,,관악구,봉천동,실거래,2024-09-22,기존
관악드림(삼성),2024-08-05,2003.0,84.96,"90,000",12,,중개거래,,,,,개인,개인,서울 관악구,관악구,봉천동,실거래,2024-09-22,기존
관악드림(동아),2024-08-07,2003.0,59.85,"72,000",17,,직거래,,,,,공공기관,개인,,관악구,봉천동,실거래,2024-09-22,기존
두산,2024-08-07,2000.0,114.99,"111,700",9,,중개거래,,,,,개인,개인,서울 관악구,관악구,봉천동,실거래,2024-09-22,기존
신림현대,2024-08-07,1993.0,119.49,"93,700",12,,직거래,,,,,공공기관,개인,,관악구,신림동,실거래,2024-09-22,기존
벽산블루밍,2024-08-05,2005.0,84.99,"89,500",14,,중개거래,,,,,개인,개인,서울 관악구,관악구,봉천동,실거래,2024-09-22,기존
보라매삼성,2024-08-05,1996.0,84.84,"83,800",1,,중개거래,,,,,개인,개인,서울 관악구,관악구,봉천동,실거래,2024-09-22,기존
보라매삼성,2024-08-04,1996.0,84.84,"85,000",3,102,중개거래,,,24.08.29,,개인,개인,서울 관악구,관악구,봉천동,실거래,2024-09-22,기존
보라매삼성,2024-08-03,1996.0,84.84,"80,000",1,101,중개거래,,,24.08.29,,개인,개인,"경기 안양시 동안구, 서울 관악구",관악구,봉천동,실거래,2024-09-22,기존
두산,2024-08-05,2000.0,84.87,"91,000",3,,중개거래,,,,,개인,개인,서울 관악구,관악구,봉천동,실거래,2024-09-22,기존
관악산휴먼시아2단지,2024-08-05,2008.0,84.97,"69,000",10,,중개거래,,,,,개인,개인,서울 관악구,관악구,신림동,실거래,2024-09-22,기존
관악산휴먼시아2단지,2024-08-03,2008.0,59.99,"57,000",12,,중개거래,,,,,개인,개인,서울 관악구,관악구,신림동,실거래,2024-09-22,기존
하이파크,2024-08-01,2011.0,84.22,"86,000",5,,중개거래,,,,,개인,법인,"서울 관악구, 서울 서초구",관악구,남현동,실거래,2024-09-22,기존
서초래미안,2024-08-30,2003.0,111.32,"260,000",16,,직거래,,,,,개인,개인,,서초구,서초동,실거래,2024-09-22,기존
신반포16,2024-08-20,1983.0,52.26,"210,000",11,,중개거래,,,,,개인,개인,서울 강남구,서초구,잠원동,실거래,2024-09-22,기존
삼풍아파트,2024-08-30,1988.0,79.47,"268,000",11,,중개거래,,,,,개인,개인,서울 서초구,서초구,서초동,실거래,2024-09-22,기존
동고,2024-08-16,1995.0,77.14,"118,000",5,,중개거래,,,,,개인,개인,서울 서초구,서초구,우면동,실거래,2024-09-22,기존
래미안 리더스원,2024-08-23,2020.0,59.97,"276,000",17,,중개거래,,,,,개인,개인,서울 서초구,서초구,서초동,실거래,2024-09-22,기존
래미안원베일리,2024-08-17,2023.0,84.95,"470,000",3,,중개거래,,,,,개인,개인,서울 서초구,서초구,반포동,실거래,2024-09-22,기존
서초힐스,2024-08-19,2012.0,84.96,"146,000",7,,중개거래,,,,,개인,개인,서울 서초구,서초구,우면동,실거래,2024-09-22,기존
반포리체,2024-08-28,2010.0,84.967,"355,000",19,,중개거래,,,,,개인,개인,"서울 강남구, 서울 서초구",서초구,반포동,실거래,2024-09-22,기존
한신,2024-08-15,1992.0,84.52,"260,000",10,,중개거래,,,,,개인,개인,서울 서초구,서초구,잠원동,실거래,2024-09-22,기존
현대아파트,2024-08-10,1989.0,84.33,"150,000",10,,직거래,,,,,개인,개인,,서초구,서초동,실거래,2024-09-22,기존
유원서초,2024-08-28,1993.0,84.82,"195,000",5,,중개거래,,,,,개인,개인,서울 서초구,서초구,서초동,실거래,2024-09-22,기존
신반포자이,2024-08-24,2018.0,84.92,"371,000",16,,중개거래,,,,,개인,개인,서울 서초구,서초구,잠원동,실거래,2024-09-22,기존
강변,2024-08-19,1987.0,84.53,"182,500",5,,직거래,,,,,법인,개인,,서초구,잠원동,실거래,2024-09-22,기존
우성,2024-08-14,1991.0,84.88,"160,000",10,,중개거래,,,,,개인,개인,서울 서초구,서초구,양재동,실거래,2024-09-22,기존
래미안퍼스티지,2024-08-26,2009.0,84.93,"400,000",11,,중개거래,,,,,개인,개인,서울 서초구,서초구,반포동,실거래,2024-09-22,기존
대우(효령),2024-08-11,1992.0,84.91,"165,500",1,103,중개거래,,,24.09.06,,개인,개인,서울 관악구,서초구,방배동,실거래,2024-09-22,기존
서초푸르지오써밋,2024-08-26,2017.0,84.93,"310,000",11,,중개거래,,,,,개인,개인,서울 서초구,서초구,서초동,실거래,2024-09-22,기존
삼호1동~3동,2024-08-21,1975.0,116.13,"197,000",7,,중개거래,,,,,개인,개인,서울 서초구,서초구,방배동,실거래,2024-09-22,기존
반포써밋,2024-08-10,2018.0,84.4182,"315,000",18,,중개거래,,,,,개인,개인,서울 서초구,서초구,반포동,실거래,2024-09-22,기존
서초동롯데캐슬리버티,2024-08-12,2005.0,125.79,"195,000",7,,중개거래,,,,,개인,개인,서울 서초구,서초구,서초동,실거래,2024-09-22,기존
동아,2024-08-10,2002.0,59.8,"230,000",7,,중개거래,,,,,개인,개인,서울 서초구,서초구,잠원동,실거래,2024-09-22,기존
래미안신반포팰리스,2024-08-21,2016.0,133.01,"440,000",26,,중개거래,,,,,개인,개인,서울 서초구,서초구,잠원동,실거래,2024-09-22,기존
방배중앙센트레빌,2024-08-08,2021.0,59.873,"120,000",3,,중개거래,,,,,법인,개인,서울 서초구,서초구,방배동,실거래,2024-09-22,기존
서초현대,2024-08-14,1999.0,59.4,"137,000",1,,중개거래,,,,,개인,개인,서울 서초구,서초구,서초동,실거래,2024-09-22,기존
방배신삼호,2024-08-20,1983.0,105.04,"255,000",2,,중개거래,,,,,개인,개인,서울 서초구,서초구,방배동,실거래,2024-09-22,기존
대우(효령),2024-08-16,1992.0,84.91,"165,500",1,,중개거래,O,24.09.04,,,개인,개인,서울 관악구,서초구,방배동,실거래,2024-09-22,기존
서초동삼성쉐르빌2,2024-08-10,2002.0,35.22,"31,900",3,,중개거래,,,,,개인,개인,서울 서초구,서초구,서초동,실거래,2024-09-22,기존
반포대우멤버스카운티,2024-08-15,2003.0,108.11,"149,000",4,,중개거래,,,,,개인,개인,서울 서초구,서초구,반포동,실거래,2024-09-22,기존
한신로얄,2024-08-24,1992.0,81.05,"207,000",2,,중개거래,,,,,개인,개인,서울 서초구,서초구,잠원동,실거래,2024-09-22,기존
현대,2024-08-05,1993.0,84.87,"219,000",19,,중개거래,,,,,개인,개인,서울 서초구,서초구,잠원동,실거래,2024-09-22,기존
서초한신,2024-08-30,2001.0,84.99,"145,000",9,,직거래,,,,,개인,개인,,서초구,서초동,실거래,2024-09-22,기존
래미안원베일리,2024-08-19,2023.0,84.98,"500,000",4,,중개거래,,,,,개인,개인,서울 서초구,서초구,반포동,실거래,2024-09-22,기존
아크로리버파크,2024-08-07,2016.0,84.95,"510,000",11,,중개거래,,,,,개인,개인,서울 서초구,서초구,반포동,실거래,2024-09-22,기존
방배신삼호,2024-08-13,1983.0,185.46,"320,000",1,,중개거래,,,,,개인,개인,서울 서초구,서초구,방배동,실거래,2024-09-22,기존
쌍용예가클래식,2024-08-20,2006.0,155.4471,"215,000",12,,중개거래,,,,,개인,개인,서울 서초구,서초구,방배동,실거래,2024-09-22,기존
래미안퍼스티지,2024-08-13,2009.0,117.12,"537,000",14,,중개거래,,,,,개인,개인,서울 서초구,서초구,반포동,실거래,2024-09-22,기존
아크로리버파크,2024-08-21,2016.0,112.97,"570,000",20,,중개거래,,,,,개인,개인,서울 서초구,서초구,반포동,실거래,2024-09-22,기존
서초래미안,2024-08-20,2003.0,84.97,"230,000",13,,중개거래,,,,,개인,개인,서울 서초구,서초구,서초동,실거래,2024-09-22,기존
방배래미안타워,2024-08-19,2005.0,102.93,"179,000",9,,중개거래,,,,,개인,개인,서울 서초구,서초구,방배동,실거래,2024-09-22,기존
래미안원베일리,2024-08-10,2023.0,116.92,"620,000",2,,중개거래,,,,,개인,개인,서울 서초구,서초구,반포동,실거래,2024-09-22,기존
신반포청구,2024-08-04,1998.0,59.91,"195,000",4,,중개거래,,,,,개인,개인,서울 서초구,서초구,잠원동,실거래,2024-09-22,기존
방배2차현대홈타운,2024-08-09,2001.0,84.94,"218,000",12,,중개거래,,,,,개인,개인,서울 서초구,서초구,방배동,실거래,2024-09-22,기존
방배대성유니드아파트,2024-08-02,2003.0,124.95,"152,000",7,,직거래,,,,,개인,개인,,서초구,방배동,실거래,2024-09-22,기존
서초포레스타3단지,2024-08-16,2014.0,114.39,"184,000",11,,중개거래,,,,,개인,개인,서울 서초구,서초구,신원동,실거래,2024-09-22,기존
래미안퍼스티지,2024-08-17,2009.0,59.89,"299,000",3,,중개거래,,,,,개인,개인,서울 서초구,서초구,반포동,실거래,2024-09-22,기존
삼풍아파트,2024-08-12,1988.0,130.73,"360,000",9,,중개거래,,,,,개인,개인,서울 서초구,서초구,서초동,실거래,2024-09-22,기존
미주파스텔,2024-08-05,2002.0,59.57,"144,000",3,,중개거래,,,,,개인,개인,서울 서초구,서초구,잠원동,실거래,2024-09-22,기존
"마제스타시티(힐스테이트서리풀101,102동)",2024-08-24,2017.0,59.95,"190,000",20,,중개거래,,,,,개인,개인,"서울 강남구, 서울 서초구",서초구,서초동,실거래,2024-09-22,기존
래미안 리더스원,2024-08-14,2020.0,84.94,"329,000",14,,중개거래,,,,,개인,개인,서울 서초구,서초구,서초동,실거래,2024-09-22,기존
신반포2,2024-08-28,1978.0,137.66,"480,000",6,,중개거래,,,,,개인,개인,서울 서초구,서초구,잠원동,실거래,2024-09-22,기존
서초힐스,2024-08-06,2012.0,84.96,"147,000",6,,중개거래,,,,,개인,개인,서울 서초구,서초구,우면동,실거래,2024-09-22,기존
반포미도,2024-08-01,1987.0,84.96,"275,000",12,,중개거래,,,,,개인,개인,서울 서초구,서초구,반포동,실거래,2024-09-22,기존
서초푸르지오써밋,2024-08-17,2017.0,97.7,"318,000",9,,중개거래,,,,,개인,개인,서울 서초구,서초구,서초동,실거래,2024-09-22,기존
코오롱,2024-08-20,1994.0,52.47,"109,000",2,101,중개거래,,,24.09.09,,개인,개인,서울 서초구,서초구,우면동,실거래,2024-09-22,기존
서초포레스타2단지,2024-08-10,2015.0,84.48,"146,500",15,,중개거래,,,,,개인,개인,서울 서초구,서초구,내곡동,실거래,2024-09-22,기존
서초4현대,2024-08-17,2000.0,84.95,"203,000",10,,중개거래,,,,,개인,개인,서울 서초구,서초구,서초동,실거래,2024-09-22,기존
반포자이,2024-08-15,2009.0,84.998,"402,500",26,,중개거래,,,,,개인,개인,서울 서초구,서초구,반포동,실거래,2024-09-22,기존
래미안원베일리,2024-08-02,2023.0,84.98,"600,000",9,,중개거래,,,,,개인,개인,서울 서초구,서초구,반포동,실거래,2024-09-22,기존
신반포16,2024-08-06,1983.0,52.77,"184,000",1,,중개거래,,,,,개인,개인,서울 서초구,서초구,잠원동,실거래,2024-09-22,기존
서초포레스타5단지,2024-08-06,2014.0,59.93,"127,000",2,,중개거래,,,,,개인,개인,서울 서초구,서초구,신원동,실거래,2024-09-22,기존
래미안퍼스티지,2024-08-11,2009.0,84.93,"427,500",5,,중개거래,,,,,개인,개인,서울 서초구,서초구,반포동,실거래,2024-09-22,기존
삼호3,2024-08-22,1976.0,257.12,"230,000",2,,중개거래,,,,,개인,개인,서울 서초구,서초구,방배동,실거래,2024-09-22,기존
동원베네스트아파트,2024-08-01,2002.0,84.9,"152,000",3,,중개거래,,,,,개인,개인,서울 서초구,서초구,서초동,실거래,2024-09-22,기존
신반포2,2024-08-19,1978.0,150.58,"539,000",1,,중개거래,,,,,개인,개인,서울 서초구,서초구,잠원동,실거래,2024-09-22,기존
서리풀e편한세상,2024-08-16,2010.0,84.97,"250,000",2,,중개거래,,,,,개인,개인,서울 서초구,서초구,방배동,실거래,2024-09-22,기존
서초래미안,2024-08-12,2003.0,84.97,"223,000",8,,중개거래,,,,,개인,개인,서울 서초구,서초구,서초동,실거래,2024-09-22,기존
삼호1동~3동,2024-08-17,1975.0,116.13,"200,000",10,,중개거래,,,,,개인,개인,서울 서초구,서초구,방배동,실거래,2024-09-22,기존
서초그랑자이,2024-08-08,2021.0,119.41,"430,000",11,,중개거래,,,,,개인,개인,"서울 강남구, 서울 서초구",서초구,서초동,실거래,2024-09-22,기존
방배신삼호,2024-08-03,1983.0,105.04,"250,000",6,,중개거래,,,,,개인,개인,서울 서초구,서초구,방배동,실거래,2024-09-22,기존
유원서초,2024-08-16,1993.0,84.82,"198,000",12,,중개거래,,,,,개인,개인,서울 서초구,서초구,서초동,실거래,2024-09-22,기존
삼호1동~3동,2024-08-17,1975.0,81.39,"157,000",11,,중개거래,,,,,개인,개인,서울 서초구,서초구,방배동,실거래,2024-09-22,기존
진흥아파트,2024-08-26,1979.0,101.32,"236,000",8,,중개거래,O,24.08.27,,,개인,개인,서울 서초구,서초구,서초동,실거래,2024-09-22,기존
반포미도2차아파트,2024-08-10,1989.0,71.49,"220,000",4,,중개거래,,,,,개인,개인,"경기 성남시 분당구, 서울 서초구",서초구,반포동,실거래,2024-09-22,기존
서초네이처힐3단지,2024-08-14,2013.0,114.79,"142,000",5,,직거래,,,,,개인,개인,,서초구,우면동,실거래,2024-09-22,기존
서초네이처힐6단지,2024-08-15,2013.0,59.99,"125,000",15,,중개거래,,,,,개인,개인,서울 서초구,서초구,우면동,실거래,2024-09-22,기존
방배아트자이,2024-08-10,2018.0,84.9152,"220,000",1,,중개거래,,,,,개인,개인,서울 서초구,서초구,방배동,실거래,2024-09-22,기존
진흥아파트,2024-08-26,1979.0,101.32,"236,000",8,,중개거래,O,24.08.27,,,개인,개인,서울 서초구,서초구,서초동,실거래,2024-09-22,기존
아크로리버뷰신반포,2024-08-01,2018.0,84.79,"420,000",13,,중개거래,,,,,개인,개인,서울 서초구,서초구,잠원동,실거래,2024-09-22,기존
진흥아파트,2024-08-26,1979.0,101.32,"236,000",8,,중개거래,O,24.08.26,,,개인,개인,서울 서초구,서초구,서초동,실거래,2024-09-22,기존
반포자이,2024-08-03,2009.0,84.984,"398,000",23,,중개거래,,,,,개인,개인,서울 서초구,서초구,반포동,실거래,2024-09-22,기존
방배아트자이,2024-08-16,2018.0,59.9775,"200,000",7,,중개거래,,,,,개인,개인,서울 서초구,서초구,방배동,실거래,2024-09-22,기존
대우(효령),2024-08-13,1992.0,84.92,"180,000",9,,중개거래,,,,,개인,개인,서울 서초구,서초구,방배동,실거래,2024-09-22,기존
코오롱,2024-08-10,1994.0,52.47,"109,800",5,,중개거래,,,,,개인,개인,서울 서초구,서초구,우면동,실거래,2024-09-22,기존
서초포레스타2단지,2024-08-21,2015.0,84.87,"144,000",2,,중개거래,,,,,개인,개인,서울 서초구,서초구,내곡동,실거래,2024-09-22,기존
반포두산힐스빌,2024-08-12,2001.0,58.7,"129,000",5,,중개거래,,,,,개인,개인,서울 서초구,서초구,반포동,실거래,2024-09-22,기존
서초포레스타7단지,2024-08-17,2013.0,59.81,"145,000",5,,중개거래,,,,,개인,개인,서울 서초구,서초구,신원동,실거래,2024-09-22,기존
삼풍아파트,2024-08-15,1988.0,79.47,"250,000",2,,중개거래,,,,,개인,개인,서울 서초구,서초구,서초동,실거래,2024-09-22,기존
방배아트자이,2024-08-19,2018.0,59.9938,"190,000",9,,중개거래,,,,,개인,개인,서울 서초구,서초구,방배동,실거래,2024-09-22,기존
래미안신반포리오센트,2024-08-11,2019.0,133.37,"430,000",30,,중개거래,,,,,개인,개인,서울 서초구,서초구,잠원동,실거래,2024-09-22,기존
삼호한숲,2024-08-15,1998.0,59.98,"119,000",2,,중개거래,,,,,개인,개인,"경기 화성시, 서울 서초구",서초구,방배동,실거래,2024-09-22,기존
서초그랑자이,2024-08-13,2021.0,84.51,"332,000",14,,중개거래,,,,,기타,개인,서울 서초구,서초구,서초동,실거래,2024-09-22,기존
쌍용예가클래식,2024-08-15,2006.0,155.4471,"229,000",12,,중개거래,,,,,개인,개인,서울 서초구,서초구,방배동,실거래,2024-09-22,기존
아크로리버파크,2024-08-05,2016.0,234.91,"1,800,000",35,103동,중개거래,,,24.08.29,,개인,개인,서울 서초구,서초구,반포동,실거래,2024-09-22,기존
래미안원베일리,2024-08-16,2023.0,84.98,"480,000",16,,중개거래,,,,,개인,개인,서울 서초구,서초구,반포동,실거래,2024-09-22,기존
대림서초리시온,2024-08-21,2003.0,49.92,"53,500",8,,중개거래,,,,,개인,개인,서울 서초구,서초구,서초동,실거래,2024-09-22,기존
엘에이치서초4단지,2024-08-03,2013.0,51.89,"96,500",3,404,중개거래,,,24.08.30,,개인,개인,서울 서초구,서초구,우면동,실거래,2024-09-22,기존
아크로리버파크,2024-08-03,2016.0,84.99,"450,000",12,,중개거래,,,,,개인,개인,"서울 강남구, 서울 서초구",서초구,반포동,실거래,2024-09-22,기존
