아파트명,계약일,건축년도,전용면적,거래금액,층,동,거래유형,계약해지여부,계약해지사유발생일,등기일자,권리구분,매수자,매도자,중개사소재지,시군구코드,법정동,거래구분,date_id,신규거래
이너스내안에,2024-09-02,2004.0,59.9,"63,800",3,,중개거래,,,,,개인,개인,서울 강서구,강서구,염창동,실거래,2024-09-21,nan
화곡푸르지오,2024-09-02,2002.0,156.876,"133,500",1,,중개거래,,,,,개인,개인,서울 강서구,강서구,화곡동,실거래,2024-09-21,nan
우장산롯데캐슬,2024-09-03,2003.0,85.0,"109,500",10,,중개거래,,,,,개인,개인,서울 강서구,강서구,화곡동,실거래,2024-09-21,nan
코오롱오투빌2,2024-09-02,2002.0,84.96,"75,000",3,,중개거래,,,,,개인,개인,서울 강서구,강서구,등촌동,실거래,2024-09-21,nan
e편한세상염창,2024-09-02,2019.0,55.0323,"84,500",8,,중개거래,,,,,개인,개인,서울 강서구,강서구,염창동,실거래,2024-09-21,nan
SPACE(920-5),2024-09-02,2014.0,19.75,"15,300",15,,중개거래,,,,,개인,개인,서울 마포구,강서구,화곡동,실거래,2024-09-21,nan
우방,2024-09-03,1993.0,84.9,"55,000",3,,중개거래,,,,,개인,개인,"서울 구로구, 서울 영등포구",구로구,구로동,실거래,2024-09-21,nan
다솜금호,2024-09-19,1995.0,84.35,"65,000",12,,중개거래,,,,,개인,개인,서울 구로구,구로구,구로동,실거래,2024-09-21,nan
신성은하수,2024-09-04,1997.0,59.88,"70,000",17,,중개거래,,,,,개인,개인,서울 구로구,구로구,신도림동,실거래,2024-09-21,nan
우남퍼스트빌더센트럴,2024-09-07,2020.0,84.9149,"79,000",15,,중개거래,,,,,개인,개인,서울 구로구,구로구,항동,실거래,2024-09-21,nan
구일우성,2024-09-12,1998.0,59.44,"48,500",10,,중개거래,,,,,개인,개인,서울 구로구,구로구,구로동,실거래,2024-09-21,nan
두산,2024-09-07,1997.0,59.69,"52,000",25,,중개거래,,,,,개인,개인,서울 구로구,구로구,개봉동,실거래,2024-09-21,nan
고척LIG리가1차,2024-09-06,2009.0,84.91,"82,500",14,,중개거래,,,,,개인,개인,서울 구로구,구로구,고척동,실거래,2024-09-21,nan
삼성래미안,2024-09-10,2004.0,58.136,"70,000",4,,중개거래,,,,,개인,개인,서울 구로구,구로구,구로동,실거래,2024-09-21,nan
산업인,2024-09-12,1976.0,89.26,"58,500",3,,중개거래,,,,,개인,개인,서울 양천구,구로구,고척동,실거래,2024-09-21,nan
고척월드메르디앙,2024-09-10,2011.0,84.93,"80,000",16,,중개거래,,,,,개인,개인,서울 구로구,구로구,고척동,실거래,2024-09-21,nan
미래타워,2024-09-06,2003.0,84.97,"62,300",13,,중개거래,,,,,개인,개인,서울 관악구,구로구,구로동,실거래,2024-09-21,nan
신도림 아르디에,2024-09-07,2018.0,23.26,"23,500",6,,중개거래,,,,,개인,개인,서울 구로구,구로구,신도림동,실거래,2024-09-21,nan
서울가든,2024-09-01,1989.0,84.99,"70,000",11,,중개거래,,,,,개인,개인,서울 구로구,구로구,고척동,실거래,2024-09-21,nan
구로두산위브,2024-09-01,2006.0,36.88,"49,300",6,,중개거래,,,,,개인,개인,서울 구로구,구로구,구로동,실거래,2024-09-21,nan
현대상선,2024-09-03,1987.0,64.55,"57,000",8,,중개거래,,,,,개인,개인,서울 구로구,구로구,구로동,실거래,2024-09-21,nan
(749-29),2024-09-02,1996.0,44.61,"19,000",1,,중개거래,,,,,개인,개인,서울 구로구,구로구,구로동,실거래,2024-09-21,nan
대우,2024-09-01,1999.0,59.96,"55,500",8,,중개거래,,,,,개인,개인,서울 구로구,구로구,고척동,실거래,2024-09-21,nan
오류동금호어울림,2024-09-05,2006.0,59.98,"54,500",6,,중개거래,,,,,개인,개인,서울 구로구,구로구,오류동,실거래,2024-09-21,nan
럭키,2024-09-07,1992.0,59.98,"55,000",7,,중개거래,,,,,개인,개인,서울 구로구,구로구,구로동,실거래,2024-09-21,nan
천왕이펜하우스5단지,2024-09-01,2011.0,84.98,"69,000",11,,중개거래,,,,,개인,개인,서울 구로구,구로구,천왕동,실거래,2024-09-21,nan
개봉동상우,2024-09-03,2005.0,64.91,"54,000",13,,중개거래,,,,,개인,개인,서울 구로구,구로구,개봉동,실거래,2024-09-21,nan
뉴파인,2024-09-07,2007.0,76.17,"41,200",6,,중개거래,,,,,개인,개인,서울 구로구,구로구,궁동,실거래,2024-09-21,nan
새솔금호,2024-09-07,1996.0,59.9,"45,900",2,,중개거래,,,,,개인,개인,서울 구로구,구로구,구로동,실거래,2024-09-21,nan
개봉동현대아이파크,2024-09-04,2006.0,84.98,"86,000",3,,중개거래,,,,,개인,개인,서울 구로구,구로구,개봉동,실거래,2024-09-21,nan
개봉푸르지오,2024-09-04,2014.0,84.94,"84,500",12,,중개거래,,,,,개인,개인,서울 구로구,구로구,개봉동,실거래,2024-09-21,nan
신도림LG자이,2024-09-01,2004.0,84.952,"97,000",7,,중개거래,,,,,개인,개인,서울 구로구,구로구,구로동,실거래,2024-09-21,nan
썬앤빌,2024-09-03,2014.0,14.064,"7,300",14,현대 썬앤빌 구로,중개거래,,,24.09.06,,개인,개인,서울 구로구,구로구,오류동,실거래,2024-09-21,nan
서울가든,2024-09-04,1989.0,64.39,"50,000",3,,중개거래,,,,,개인,개인,서울 구로구,구로구,고척동,실거래,2024-09-21,nan
한신휴플러스(1280-0),2024-09-02,2007.0,50.17,"59,250",19,,중개거래,,,,,개인,개인,서울 구로구,구로구,구로동,실거래,2024-09-21,nan
구로두산,2024-09-01,1998.0,44.64,"42,000",23,,중개거래,,,,,개인,개인,서울 구로구,구로구,구로동,실거래,2024-09-21,nan
현대,2024-09-02,1988.0,56.49,"50,000",12,,중개거래,,,,,개인,개인,서울 구로구,구로구,구로동,실거래,2024-09-21,nan
광남벨라스2차,2024-09-19,2005.0,136.14,"101,000",2,,중개거래,,,,,개인,개인,서울 마포구,마포구,서교동,실거래,2024-09-21,nan
신촌숲아이파크,2024-09-10,2019.0,84.901,"135,000",16,,중개거래,,,,,개인,개인,서울 관악구,마포구,신수동,실거래,2024-09-21,nan
래미안마포리버웰,2024-09-13,2015.0,84.97,"233,000",15,,중개거래,,,,,개인,개인,서울 마포구,마포구,용강동,실거래,2024-09-21,nan
마포센트럴 아이파크,2024-09-11,2017.0,111.1083,"136,000",12,,직거래,,,,,개인,개인,,마포구,아현동,실거래,2024-09-21,nan
마포래미안푸르지오4단지,2024-09-10,2014.0,59.9656,"165,000",7,,중개거래,,,,,개인,개인,서울 마포구,마포구,아현동,실거래,2024-09-21,nan
상암월드컵파크12단지,2024-09-12,2010.0,114.72,"134,000",14,,중개거래,,,,,개인,개인,"대구 수성구, 서울 마포구",마포구,상암동,실거래,2024-09-21,nan
예지안파크뷰,2024-09-09,2004.0,84.71,"79,500",7,,중개거래,,,,,개인,개인,서울 마포구,마포구,망원동,실거래,2024-09-21,nan
래미안웰스트림,2024-09-03,2016.0,84.98,"216,000",19,,중개거래,,,,,개인,개인,서울 마포구,마포구,현석동,실거래,2024-09-21,nan
상암월드컵파크3단지,2024-09-03,2003.0,84.84,"105,000",4,,중개거래,,,,,개인,개인,"서울 마포구, 서울 서대문구",마포구,상암동,실거래,2024-09-21,nan
블레스하임,2024-09-07,2019.0,25.13,"37,700",8,,중개거래,,,,,개인,개인,서울 마포구,마포구,신공덕동,실거래,2024-09-21,nan
래미안공덕4차,2024-09-02,2005.0,59.9,"90,000",18,412,직거래,,,24.09.09,,개인,개인,,마포구,공덕동,실거래,2024-09-21,nan
월드컵아이파크(667),2024-09-01,2009.0,59.73,"93,000",16,,중개거래,,,,,개인,개인,서울 마포구,마포구,성산동,실거래,2024-09-21,nan
성원2,2024-09-02,1999.0,59.43,"67,800",3,,중개거래,,,,,개인,개인,서울 마포구,마포구,망원동,실거래,2024-09-21,nan
성산2차e-편한세상,2024-09-04,2005.0,84.95,"89,000",3,202,중개거래,,,24.09.10,,개인,개인,서울 마포구,마포구,성산동,실거래,2024-09-21,nan
성사1차풍림아파트101동,2024-09-02,2000.0,59.85,"67,000",17,,중개거래,,,,,개인,개인,서울 마포구,마포구,성산동,실거래,2024-09-21,nan
목동신시가지9,2024-09-07,1987.0,71.37,"170,000",7,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-21,nan
롯데캐슬,2024-09-02,2004.0,84.73,"144,500",9,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-21,nan
신월대림,2024-09-10,2001.0,84.99,"59,900",2,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-21,nan
목동신시가지11,2024-09-13,1988.0,51.48,"120,000",2,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-21,nan
목동신시가지12,2024-09-11,1988.0,56.76,"130,000",2,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-21,nan
목동경동미르웰,2024-09-05,2017.0,14.02,"13,200",13,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-21,nan
목동신시가지10,2024-09-11,1987.0,106.06,"197,500",5,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-21,nan
양천벽산블루밍2단지,2024-09-07,2006.0,59.99,"59,500",3,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-21,nan
목동신시가지14,2024-09-07,1987.0,55.02,"129,700",5,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-21,nan
목동신시가지12,2024-09-13,1988.0,71.64,"160,000",6,,중개거래,,,,,개인,개인,"서울 양천구, 서울 영등포구",양천구,신정동,실거래,2024-09-21,nan
대림,2024-09-06,1992.0,84.71,"94,500",13,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-21,nan
목동신시가지2,2024-09-10,1986.0,95.22,"227,000",3,,중개거래,,,,,개인,개인,서울 양천구,양천구,목동,실거래,2024-09-21,nan
목동신시가지12,2024-09-06,1988.0,72.75,"158,500",5,,중개거래,,,,,개인,개인,"서울 구로구, 서울 양천구",양천구,신정동,실거래,2024-09-21,nan
목동힐스테이트,2024-09-04,2016.0,113.68,"202,000",3,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-21,nan
애드웰(534),2024-09-10,2004.0,84.55,"50,000",7,,직거래,,,,,개인,개인,,양천구,목동,실거래,2024-09-21,nan
아이파크,2024-09-09,2002.0,84.74,"165,000",9,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-21,nan
세제뉴타운,2024-09-07,2002.0,57.32,"40,000",4,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-21,nan
대방샤인힐,2024-09-05,2003.0,59.648,"46,500",1,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-21,nan
태산,2024-09-05,2015.0,57.2,"37,000",8,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-21,nan
학마을1단지,2024-09-06,2000.0,49.99,"49,000",12,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-21,nan
목동신시가지6,2024-09-04,1986.0,47.94,"147,000",16,,중개거래,,,,,개인,개인,서울 양천구,양천구,목동,실거래,2024-09-21,nan
목동신시가지2,2024-09-09,1986.0,152.64,"292,000",5,,중개거래,,,,,개인,개인,"서울 강서구, 서울 양천구",양천구,목동,실거래,2024-09-21,nan
양천벽산블루밍2단지,2024-09-05,2006.0,84.77,"71,000",12,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-21,nan
청구,2024-09-07,1992.0,84.99,"89,800",2,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-21,nan
대방샤인힐,2024-09-02,2003.0,84.957,"56,700",14,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-21,nan
삼익,2024-09-05,1997.0,59.87,"94,500",3,,중개거래,,,,,개인,개인,서울 양천구,양천구,목동,실거래,2024-09-21,nan
목동신시가지9,2024-09-05,1987.0,53.82,"142,000",15,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-21,nan
수명산태승훼미리,2024-09-05,2002.0,84.4,"63,000",6,,중개거래,,,,,개인,개인,"서울 강서구, 서울 양천구",양천구,신월동,실거래,2024-09-21,nan
목동센트럴아이파크위브1단지,2024-09-03,2020.0,84.97,"118,000",21,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-21,nan
목동신시가지6,2024-09-06,1986.0,47.94,"146,000",19,,중개거래,,,,,개인,개인,서울 양천구,양천구,목동,실거래,2024-09-21,nan
목동센트럴아이파크위브3단지,2024-09-07,2020.0,59.88,"100,000",6,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-21,nan
목동센트럴아이파크위브3단지,2024-09-07,2020.0,52.85,"73,000",2,,중개거래,,,,,개인,개인,"서울 양천구, 인천 남동구",양천구,신월동,실거래,2024-09-21,nan
목동신시가지12,2024-09-07,1988.0,71.64,"154,000",10,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-21,nan
신성미소지움3차아파트,2024-09-06,2007.0,66.14,"50,000",4,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-21,nan
래미안목동아델리체(101동~118동),2024-09-05,2021.0,59.82,"128,000",25,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-21,nan
목동신시가지7,2024-09-05,1986.0,74.12,"212,000",3,,중개거래,,,,,개인,개인,서울 양천구,양천구,목동,실거래,2024-09-21,nan
목동신시가지12,2024-09-05,1988.0,71.64,"160,000",7,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-21,nan
샤인팰리스,2024-09-04,2004.0,84.93,"38,000",7,,중개거래,,,,,개인,개인,서울 양천구,양천구,신월동,실거래,2024-09-21,nan
목동신시가지13,2024-09-02,1987.0,98.63,"189,300",13,,중개거래,,,,,개인,개인,"서울 강서구, 서울 양천구",양천구,신정동,실거래,2024-09-21,nan
학마을1단지,2024-09-03,2000.0,49.99,"51,000",4,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-21,nan
목동신시가지14,2024-09-02,1987.0,74.19,"159,000",7,,중개거래,,,,,개인,개인,서울 양천구,양천구,신정동,실거래,2024-09-21,nan
문화촌현대,2024-09-07,2002.0,84.99,"79,000",13,,중개거래,,,,,개인,개인,서울 서대문구,서대문구,홍제동,실거래,2024-09-21,nan
DMC파크뷰자이2단지,2024-09-11,2015.0,84.968,"123,000",4,,중개거래,,,,,개인,개인,서울 서대문구,서대문구,남가좌동,실거래,2024-09-21,nan
문화촌현대,2024-09-19,2002.0,59.94,"62,000",5,,중개거래,,,,,개인,개인,서울 서대문구,서대문구,홍제동,실거래,2024-09-21,nan
풍림1차,2024-09-18,1988.0,64.53,"48,000",3,,중개거래,,,,,개인,개인,서울 서대문구,서대문구,홍은동,실거래,2024-09-21,nan
래미안남가좌2차,2024-09-16,2005.0,59.788,"87,000",1,,직거래,,,,,개인,개인,,서대문구,남가좌동,실거래,2024-09-21,nan
극동,2024-09-05,1995.0,84.92,"55,000",15,,중개거래,,,,,개인,개인,"서울 광진구, 서울 서대문구",서대문구,홍은동,실거래,2024-09-21,nan
두산,2024-09-07,1999.0,59.96,"84,000",7,,중개거래,,,,,개인,개인,서울 서대문구,서대문구,북아현동,실거래,2024-09-21,nan
천연뜨란채,2024-09-10,2006.0,56.02,"82,000",10,,중개거래,,,,,개인,개인,서울 서대문구,서대문구,천연동,실거래,2024-09-21,nan
홍제한양,2024-09-04,1993.0,60.06,"69,000",10,,중개거래,,,,,개인,개인,서울 서대문구,서대문구,홍제동,실거래,2024-09-21,nan
DMC센트럴아이파크,2024-09-07,2018.0,59.91,"102,500",10,,중개거래,,,,,개인,개인,서울 서대문구,서대문구,남가좌동,실거래,2024-09-21,nan
홍제삼성래미안,2024-09-11,2001.0,60.0,"68,000",9,,중개거래,,,,,개인,개인,서울 서대문구,서대문구,홍제동,실거래,2024-09-21,nan
래미안루센티아,2024-09-11,2020.0,59.98,"104,000",23,,중개거래,,,,,개인,개인,서울 서대문구,서대문구,남가좌동,실거래,2024-09-21,nan
DMC래미안e편한세상,2024-09-07,2012.0,84.94,"120,000",17,,중개거래,,,,,개인,개인,서울 서대문구,서대문구,북가좌동,실거래,2024-09-21,nan
북아현2차,2024-09-09,2001.0,82.12,"58,000",4,,중개거래,,,,,개인,개인,서울 서대문구,서대문구,북아현동,실거래,2024-09-21,nan
래미안루센티아,2024-09-03,2020.0,84.83,"137,700",25,,중개거래,,,,,개인,개인,서울 서대문구,서대문구,남가좌동,실거래,2024-09-21,nan
DMC파크뷰자이2단지,2024-09-07,2015.0,84.968,"120,000",3,,중개거래,,,,,개인,개인,"서울 서대문구, 서울 송파구",서대문구,남가좌동,실거래,2024-09-21,nan
DMC서부인터빌,2024-09-05,2008.0,84.66,"70,000",13,,중개거래,,,,,개인,개인,서울 서대문구,서대문구,북가좌동,실거래,2024-09-21,nan
DMC파크뷰자이1단지,2024-09-04,2015.0,120.492,"169,000",19,,중개거래,,,,,개인,개인,서울 서대문구,서대문구,남가좌동,실거래,2024-09-21,nan
신촌자이엘라,2024-09-09,2014.0,24.7,"27,800",21,,중개거래,,,,,개인,개인,"서울 마포구, 서울 서대문구",서대문구,대현동,실거래,2024-09-21,nan
디엠씨엘가,2024-09-10,2017.0,13.03,"13,900",4,,중개거래,,,,,개인,개인,서울 서대문구,서대문구,남가좌동,실거래,2024-09-21,nan
DMC래미안e편한세상,2024-09-04,2012.0,59.97,"105,000",11,,중개거래,,,,,개인,개인,서울 서대문구,서대문구,북가좌동,실거래,2024-09-21,nan
래미안남가좌2차,2024-09-02,2005.0,84.806,"106,000",2,,중개거래,,,,,개인,개인,서울 서대문구,서대문구,남가좌동,실거래,2024-09-21,nan
북한산더샵,2024-09-01,2017.0,59.899,"97,000",12,,중개거래,,,,,개인,개인,서울 동작구,서대문구,홍은동,실거래,2024-09-21,nan
금호어울림,2024-09-07,2016.0,84.759,"85,000",10,,중개거래,,,,,개인,개인,서울 서대문구,서대문구,홍제동,실거래,2024-09-21,nan
극동,2024-09-04,1995.0,84.98,"56,500",14,,중개거래,,,,,개인,개인,서울 서대문구,서대문구,홍은동,실거래,2024-09-21,nan
극동,2024-09-06,1995.0,84.98,"50,800",5,,중개거래,,,,,개인,개인,서울 서대문구,서대문구,홍은동,실거래,2024-09-21,nan
홍은동벽산,2024-09-02,1997.0,58.64,"57,000",11,,중개거래,,,,,개인,개인,서울 서대문구,서대문구,홍은동,실거래,2024-09-21,nan
홍제에스피엘,2024-09-02,2023.0,84.258,"71,510",7,,직거래,,,,,개인,개인,,서대문구,홍제동,실거래,2024-09-21,nan
DMC휴먼빌아파트,2024-09-02,2008.0,84.99,"77,000",12,,중개거래,,,,,개인,개인,서울 서대문구,서대문구,북가좌동,실거래,2024-09-21,nan
동원베네스트,2024-09-03,2012.0,84.9772,"92,000",2,,중개거래,,,,,개인,개인,서울 서대문구,서대문구,홍은동,실거래,2024-09-21,nan
남가좌동현대,2024-09-01,1999.0,114.9,"91,800",1,,중개거래,,,,,개인,개인,서울 서대문구,서대문구,남가좌동,실거래,2024-09-21,nan
북한산두산위브,2024-09-01,2020.0,59.54,"75,500",14,,중개거래,,,,,개인,개인,서울 서대문구,서대문구,홍은동,실거래,2024-09-21,nan
래미안루센티아,2024-09-01,2020.0,84.84,"117,000",2,109,중개거래,,,24.09.03,,개인,개인,서울 서대문구,서대문구,남가좌동,실거래,2024-09-21,nan
은빛1단지,2024-09-12,1998.0,59.95,"49,300",3,,중개거래,,,,,개인,개인,서울 노원구,노원구,상계동,실거래,2024-09-21,nan
하계1청구,2024-09-19,1997.0,84.6,"82,000",3,,중개거래,,,,,개인,개인,서울 노원구,노원구,하계동,실거래,2024-09-21,nan
상계주공1(고층),2024-09-11,1988.0,59.28,"55,000",10,,중개거래,,,,,개인,개인,서울 노원구,노원구,상계동,실거래,2024-09-21,nan
